Detail,prix,address,image_lien,nombre_chambre,superficie(m²)
IMMEUBLE R+3 ou APPARTEMENTS F4 A LOUER AUX ALMADIES,1250000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,190
Appartement F4 Ngor Almadies,600000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Appartement f4 a louer à mermoz,800000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
STUDIO A LOUER,210000,"Cité Damel,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,1,80
F3 A LOUER,260000,"Cité Damel,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,100
F4 en plein coeur de mermoz,1500000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
Appartement 2 chambres salon à ngor Almadies,450000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,130
SUPERBE APPARTEMENT F4 RESIDENCE MEMOZ,1800000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,170
Appartement à louer almadies,1000000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,250
Appartement grand standing F4 a ngor Almadies,600000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,140
Fastueux APPARTEMENT POINT E,1100000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,175
Duplex vide 4 chambres à louer au point E,2000000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,280
Appartement F4 et F3 habitat bureaux Nord Foire / Route,350000,"Nord foire,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Appartement F3 sur la VDN yoff diamalaye,250000,"Parcelles Assainies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,109
Appartement F4 Cité Keur Gorgui,850000,"Cité keur gorgui,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,176
F4 neufs aux mamelles,750000,"Ouakam,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Apartament á louer,650000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,1
Appartement à louer à mermoz,1100000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Appartements Haut standing disponible aux almadies,1,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,230
Atlantic view F5 à louer,1500000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,250
RESIDENCE 790 F5 à louer,1500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,300
Standing appartement a la citée magistrat,380000,"Nord foire,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,150
Appartement a louer a ngor Zone calme,350000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,120
"Standing appartement aux Ngor, almadies",500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Studio standing à memoz,500000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,1,150
Bel appartement de 400m2 vue mer au plateau,3700000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,400
Standing appartement aux almadie,1300000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,150
Appartement neuf sacré cœur 3,400000,"Sacré-cœur,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,250
Appartement f3 avec terrasse à louer à point E,1400000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,180
F4 à louer,280000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,100
Appartement luxueux f4 à louer à Cité keur gorgui,750000,"Cité keur gorgui,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,157
Sublime appartement à louer avec vue sur la mer centre-ville,3000000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,298
Apartement 4 chambres à louer aux Almadie,1500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,260
Appartement a louer en ville,600000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,150
Magnifique appartement à Louer à Ouakam,2500000,"Ouakam,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,300
Sublime appartement à louer avec vue sur la mer centre-ville,4000000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,326
Apartement ( vide) à louer à fan Mermoz vue mer,1800000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Appartements neufs à louer Ngor Almadies,500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,130
Apartement vide à louer aux Almadie,500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Lumineux et spacieux appartement à ngor,350000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,180
APPARTMENT F4 OUAKAM BATRAIN,500000,"Ouakam,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,175
Appartement F4 a louer virage,500000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,120
Appartement de grand standing à louer à yoff onomo,750000,"Yoff,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,150
F5 à louer route de l'aéroport stade LSS résidence Dima,900000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,225
Apart F4 jamais habité à Fann,2500000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
BEL APPARTEMENT F4 A LOUER A HANN MARINAS,1000000,"Hann marinas,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,219
APPARTEMENT NEUF F6 À LOUER,2200000,"Ouakam,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,6,250
Résidence NEXT DOOR F6 MEUBLES A LOUER,1500000,"Patte d‘oie,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,300
Appartement f4 avec vue/mer à louer à Yoff virage,1100000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,155
Superbe appartement F4 aux mamelles,1500000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,170
Très bel appartement F3 à Mermoz,800000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,100
BEL APPARTEMENT F4 AUX ALMADIES,1000000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Appart grand standing à louer,600000,"Yoff,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,120
Luxueux appartement à louer à Ngor Almadies,1300000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,200,200
APPARTEMENT F5 à CITE CHEIKH AMAR,1500000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,300,300
Studio à louer à Ngor,200000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,1,97
Appt RDC 3chbres avec jardin près de la plage du virage,1200000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,230
Magnifique appartement â louer à sacre coeur2,300000,"Sicap Sacré-cœur,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,100
À louer Appart. Sacré coeur côté école BEM,500000,"Sacré-cœur,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,112
Appartement à louer au virage avec vue sur mer,500000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,100
Appartement de 3 chambres - HAUT STANDING - FANN CORNICHE,3000000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Studio neuf a louer a Golf,160000,"Golf,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,1,75
Appartement a louer a Mermoz,500000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,120
Apt neuf de 03 ch salon à louer aux almadies,2500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,250
Fastueux appartements de 200m² à louer au Point E.,1700000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Studio meublé a louer Mamelles Monuments,350000,"Mamelles,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,1,20
Apparemment corniche fann résidence vue mer,3500000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,300
Appartement à louer pour Bureaux à Ouest Foire,650000,"Ouest foire,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,200
Appartement de 170m2 à louer vide ou meublé au Virage Ngor,900000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,168
NOUVELLE RESIDENCE FANN RESIDENCE,3000000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,305
Superbe appartement à Fann résidence,2600000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,5,340
Magnifique résidence au Virage.,1500000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Appartement neuf à ngor extension,250000,"Ngor,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,2,130
Duplex f5 à louer au point E,2000000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,4,200
Studio meublé à louer,650000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,1,60
Apartement magnifique à louer à fan résidence,2300000,"Fann,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/d26fcb9fcdfda3ceb844c0caf117522d/-/horizon-files-prod/ed/picture/qpd67j64/d240b525d9aef8c40d823093bc767beda4360aa4.jpg,3,200
Appartement F4 vide,1300000,"Mermoz,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,190
Appartement 2 chambre salon à loué,230000,"Biscuiterie,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,78,78
Duplex à louer aux virage,1600000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Duplex à louer aux point e,2000000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,200
Penthouse duplex avec vue sur mer au virage,1800000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,300
JOLI PLATEAU DE BUREAU A LOUER A YOFF BIAGUI,1250000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,200
Appartement f5 à la corniche almadie,2100000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,230
Appartement à louer au almadie,1500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,200
Appartement F5 grand Standing au Plateau,1500000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,250
Appartement F6 aux Almadies,4500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,5,475
Appartement à louer à Point E,1500000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,175
JOLIE Appartement POINT E,525000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,2,180
Penthouse a louer,3500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,6,400
Appartement f5 à louer au Almadi,2500000,"Almadies,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,250
APPARTEMENT F5 HAUT STANDING À LOUER AU POINT E,1500000,"Point-e,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,280
Penthouse de 310 m2 vue sur mer au virage,2000000,"Virage,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,3,310
Nouveaux appartements 4 chambres salon (320m2) haut Plateau,2750000,"Plateau,Dakar",https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb2592b66e75a00b5b10ad53dba2dabe/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg,4,320
